2019-10-26 15:53:49.586 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2019-10-26 16:09:19.166 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_2
2019-10-26 16:09:19.170 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: addActivityUsingPOST_1
2019-10-26 16:09:19.171 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteActivityUsingDELETE_1
2019-10-26 16:09:19.172 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_10
2019-10-26 16:09:19.176 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: updateActivityUsingPATCH_1
2019-10-26 16:09:19.184 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: citiesUsingGET_1
2019-10-26 16:09:19.193 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: createUsingPOST_1
2019-10-26 16:09:19.198 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_11
2019-10-26 16:09:19.203 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_1
2019-10-26 16:09:19.206 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: rejectUsingPOST_2
2019-10-26 16:09:19.213 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_12
2019-10-26 16:09:19.216 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: foodGuideUsingGET_1
2019-10-26 16:09:19.217 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: activitiesUsingGET_3
2019-10-26 16:09:19.219 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: changePasswordUsingPOST_1
2019-10-26 16:09:19.231 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: detailUsingGET_13
2019-10-26 16:09:19.232 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: ordersUsingGET_2
2019-10-26 16:09:19.234 -- [34mINFO [0;39m [main] s.d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: payUsingPOST_1
2019-10-26 16:09:19.296 -- [34mINFO [0;39m [main] o.s.b.w.e.tomcat.TomcatWebServer : Tomcat started on port(s): 8080 (http) with context path ''
2019-10-26 16:09:19.297 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource server.ports [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2019-10-26 16:09:19.301 -- [34mINFO [0;39m [main] com.foodie.portal.FoodieApplication : Started FoodieApplication in 11.76 seconds (JVM running for 13.229)
2019-10-26 16:13:02.938 -- [34mINFO [0;39m [Thread-7] o.s.s.c.ThreadPoolTaskExecutor : Shutting down ExecutorService 'applicationTaskExecutor'
2019-10-26 16:13:02.947 -- [34mINFO [0;39m [Thread-7] o.s.o.j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2019-10-26 16:13:02.954 -- [34mINFO [0;39m [Thread-7] c.alibaba.druid.pool.DruidDataSource : {dataSource-1} closed
2019-10-26 16:13:18.964 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2019-10-26 16:13:18.989 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.algorithm, using default value: PBEWithMD5AndDES
2019-10-26 16:13:18.989 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
2019-10-26 16:13:18.990 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
2019-10-26 16:13:18.990 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
2019-10-26 16:13:18.991 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
2019-10-26 16:13:18.991 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
2019-10-26 16:13:18.993 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.iv-generator-classname, using default value: org.jasypt.iv.NoIvGenerator
2019-10-26 16:13:18.994 -- [34mINFO [0;39m [main] c.u.j.encryptor.DefaultLazyEncryptor : Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
2019-10-26 16:13:19.159 -- [34mINFO [0;39m [main] com.foodie.portal.FoodieApplication : The following profiles are active: dev
2019-10-26 16:13:20.565 -- [34mINFO [0;39m [main] o.s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data repositories in DEFAULT mode.
2019-10-26 16:13:20.723 -- [34mINFO [0;39m [main] o.s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 151ms. Found 13 repository interfaces.
2019-10-26 16:13:21.084 -- [34mINFO [0;39m [main] o.s.cloud.context.scope.GenericScope : BeanFactory id=04d982bf-6a19-3215-a13f-f99d88d93822
2019-10-26 16:13:21.084 -- [34mINFO [0;39m [main] c.u.j.EncryptablePropertySourceConverter : Converting PropertySource defaultProperties [org.springframework.cloud.bootstrap.BootstrapApplicationListener$ExtendedDefaultPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
2019-10-26 16:13:21.101 -- [34mINFO [0;39m [main] c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor : Post-processing PropertySource instances
2019-10-26 16:13:21.140 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'shiroConfig' of type [com.foodie.portal.commons.config.shiro.ShiroConfig$$EnhancerBySpringCGLIB$$ae6b498e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.232 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#26463a6' of type [org.springframework.beans.factory.config.PropertiesFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.232 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#26463a6' of type [java.util.Properties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.233 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#682266d8' of type [org.springframework.data.repository.core.support.PropertiesBasedNamedQueries] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.236 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#3d235635' of type [org.springframework.data.repository.core.support.RepositoryFragmentsFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.236 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean '(inner bean)#3d235635' of type [org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.249 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$$EnhancerBySpringCGLIB$$d41a648] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.252 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'stringOrNumberMigrationVersionConverter' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$StringOrNumberToMigrationVersionConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.254 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.flyway-org.springframework.boot.autoconfigure.flyway.FlywayProperties' of type [org.springframework.boot.autoconfigure.flyway.FlywayProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.261 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.265 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceAutoConfigure$$EnhancerBySpringCGLIB$$fc740450] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.266 -- [34mINFO [0;39m [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2019-10-26 16:13:21.317 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration' of type [com.alibaba.druid.spring.boot.autoconfigure.stat.DruidFilterConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.342 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'statFilter' of type [com.alibaba.druid.filter.stat.StatFilter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.584 -- [34mINFO [0;39m [main] c.alibaba.druid.pool.DruidDataSource : {dataSource-1} inited
2019-10-26 16:13:21.584 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'dataSource' of type [com.alibaba.druid.spring.boot.autoconfigure.DruidDataSourceWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.597 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration$$EnhancerBySpringCGLIB$$62c5dc7e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.647 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flyway' of type [org.flywaydb.core.Flyway] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.656 -- [34mINFO [0;39m [main] o.f.c.i.license.VersionPrinter : Flyway Community Edition 5.2.4 by Boxfuse
2019-10-26 16:13:21.663 -- [34mINFO [0;39m [main] o.f.c.i.database.DatabaseFactory : Database: jdbc:h2:file:~/h2/foodie (H2 1.4)
2019-10-26 16:13:21.690 -- [31mWARN [0;39m [main] o.f.c.i.database.base.Database : Flyway upgrade recommended: H2 1.4.199 is newer than this version of Flyway and support has not been tested.
2019-10-26 16:13:21.837 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbValidate : Successfully validated 40 migrations (execution time 00:00.098s)
2019-10-26 16:13:21.863 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Current version of schema "PUBLIC": 2019.10.24.13.21
2019-10-26 16:13:21.865 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Migrating schema "PUBLIC" to version 2019.10.26.13.21 - alter restaurant add type column
2019-10-26 16:13:21.930 -- [34mINFO [0;39m [main] o.f.core.internal.command.DbMigrate : Successfully applied 1 migration to schema "PUBLIC" (execution time 00:00.081s)
2019-10-26 16:13:21.933 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'flywayInitializer' of type [org.springframework.boot.autoconfigure.flyway.FlywayMigrationInitializer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.945 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.JpaProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.953 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.jpa.hibernate-org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties' of type [org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.965 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$$EnhancerBySpringCGLIB$$773c09e8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.984 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'spring.transaction-org.springframework.boot.autoconfigure.transaction.TransactionProperties' of type [org.springframework.boot.autoconfigure.transaction.TransactionProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.985 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'platformTransactionManagerCustomizers' of type [org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-26 16:13:21.990 -- [34mINFO [0;39m [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$EnhancerBySpringCGLIB$$431f36c2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
